Name,STARmeter,Known for
Joey Klein Henry Long  Henry Long  See fewer,Members only,The Other Half (I) (2016)
Evalena Marie Shani  Shani  See fewer,Members only,Little Gold Star (2018)
Kip Gilman Dr. Raymond Parks  Dr. Raymond Parks  See fewer,Members only,Parker (2013)
Pascal Yen-Pfister Dr. Steven Andrews  Dr. Steven Andrews  See fewer,Members only,Experimenter (2015)
Tommie Sox Eddie  Eddie  See fewer,Members only,Jadakiss: Where I'm from - Yonkers (2014)
Nick Latrenta Jeremy  Jeremy  See fewer,Members only,What Exit? (2012)
Joshua Koopman Ron  Ron  See fewer,Members only,The Golden Scallop (2013)
Eileen Paulino Paulina  Paulina  See fewer,Members only,It's a Wondrous Life (2018)
David Weindel Hardware Store Clerk  Hardware Store Clerk  See fewer,Members only,Almost Human (2013)
Lino Tanaka Delivery Guy  Delivery Guy  See fewer,Members only,Cocktail Party (2016)
Valeria Sistrunk Dr. Lynn  Dr. Lynn  See fewer,Members only,Painless (II) (2017)
Robert Sioch Young Henry  Young Henry  See fewer,Members only,Painless (II) (2017)
Orion Spinelli Baby Henry  Baby Henry  See fewer,Members only,Painless (II) (2017)
Katherine van Hengel Young Henry's Mother  Young Henry's Mother  See fewer,Members only,In the Wake of Moses
Becki Dennis Patient  Patient  See fewer,Members only,This Is Us (2016)
Anthony Ambrosino Neighbor  Neighbor  See fewer,Members only,Indiana Jones and the Kingdom of the Crystal Skull (2008)
David Michael Carpenter Young Henry's Doctor  Young Henry's Doctor  See fewer,Members only,Dead Bounty
Ayana Adams Rita  Rita  See fewer,Members only,Painless (II) (2017)
Jack Dimich Elias  Elias  See fewer,Members only,The Drop (2014)
Angel Connell Waiter (uncredited)  Waiter (uncredited)  See fewer,Members only,Raiders of the Hidden Donald Trump Fetish Doll (2018)
Larry Gevirtz Subway Passenger (uncredited)  Subway Passenger (uncredited)  See fewer,Members only,Wolves (I) (2016)
Jared Marmitt Gout Patient (uncredited)  Gout Patient (uncredited)  See fewer,Members only,Common Misconception (2013)
Joseph Oliveira Bar Patron (uncredited)  Bar Patron (uncredited)  See fewer,Members only,Midnight Butterflies
Bob Sousa Bar Patron (uncredited)  Bar Patron (uncredited)  See fewer,Members only,The Groundskeeper
