Name,STARmeter,Known for
Ryûnosuke Kamiki Kenji Koiso (voice) (version: Japanese)  Kenji Koiso (voice) (version: Japanese)  See fewer,Members only,Your Name. (2016)
Nanami Sakuraba Natsuki Shinohara (voice) (version: Japanese)  Natsuki Shinohara (voice) (version: Japanese)  See fewer,Members only,Attack on Titan: Part 1 (2015)
Mitsuki Tanimura Kazuma Ikezawa (voice) (version: Japanese)  Kazuma Ikezawa (voice) (version: Japanese)  See fewer,Members only,13 Assassins (2010)
Takahiro Yokokawa Takashi Sakuma (voice) (version: Japanese)  Takashi Sakuma (voice) (version: Japanese)  See fewer,Members only,Hecho en China (2012)
Mieko Nobusawa Mariko Jin'nôchi (voice) (version: Japanese)  Mariko Jin'nôchi (voice) (version: Japanese)  See fewer,Members only,Kiki's Delivery Service (1989)
Mutsumi Sasaki Kazuo Shinohara (voice) (version: Japanese)  Kazuo Shinohara (voice) (version: Japanese)  See fewer,Members only,Ponyo (2008)
Takashi Kobayashi Tasuke Jin'nôchi (voice) (version: Japanese)  Tasuke Jin'nôchi (voice) (version: Japanese)  See fewer,Members only,Shin Godzilla (2016)
Yôji Tanaka Yorihiko Jin'nôchi (voice) (version: Japanese)  Yorihiko Jin'nôchi (voice) (version: Japanese)  See fewer,Members only,Death Note (2006)
Kiyomi Tanigawa Yukiko Shinohara (voice) (version: Japanese)  Yukiko Shinohara (voice) (version: Japanese)  See fewer,Members only,The Girl Who Leapt Through Time (2006)
Hashiya Nakamura Kunihiko Jin'nôchi (voice) (version: Japanese)  Kunihiko Jin'nôchi (voice) (version: Japanese)  See fewer,Members only,Summer Wars (2009)
Sakiko Tamagawa Rika Jin'nôchi (voice) (version: Japanese)  Rika Jin'nôchi (voice) (version: Japanese)  See fewer,Members only,Spriggan (1998)
Kaori Yamagata Naomi Miwa (voice) (version: Japanese)  Naomi Miwa (voice) (version: Japanese)  See fewer,Members only,Spirited Away (2001)
Takuya Kirimoto Ri'ichi Jin'nôchi (voice) (version: Japanese)  Ri'ichi Jin'nôchi (voice) (version: Japanese)  See fewer,Members only,Dragon Ball: Xenoverse (2015)
Mitsutaka Itakura Katsuhiko Jin'nôchi (voice) (version: Japanese)  Katsuhiko Jin'nôchi (voice) (version: Japanese)  See fewer,Members only,The Girl Who Leapt Through Time (2006)
Tagame Tamura Kiyomi Ikezawa (voice) (version: Japanese)  Kiyomi Ikezawa (voice) (version: Japanese)  See fewer,Members only,Densha otoko (2005)
Eiko Kanazawa Noriko Jin'nôchi (voice) (version: Japanese)  Noriko Jin'nôchi (voice) (version: Japanese)  See fewer,Members only,From Up on Poppy Hill (2011)
Chigusa Takaku Nana Jin'nôchi (voice) (version: Japanese)  Nana Jin'nôchi (voice) (version: Japanese)  See fewer,Members only,The Japanese Wife (2010)
Yutaka Shimizu Shota Jin'nôchi (voice) (version: Japanese)  Shota Jin'nôchi (voice) (version: Japanese)  See fewer,Members only,Love Exposure (2008)
Naoto Adachi Ryohei Jin'nôchi (voice) (version: Japanese)  Ryohei Jin'nôchi (voice) (version: Japanese)  See fewer,Members only,Suicide Club (2001)
Riisa Naka Yûmi Jin'nôchi (voice) (version: Japanese)  Yûmi Jin'nôchi (voice) (version: Japanese)  See fewer,Members only,The Girl Who Leapt Through Time (2006)
Sumire Morohoshi Mao Jin'nôchi (voice) (version: Japanese)  Mao Jin'nôchi (voice) (version: Japanese)  See fewer,Members only,Final Fantasy VII: Advent Children (2005)
Yûki Imai Shingo Jin'nôchi (voice) (version: Japanese) (as Yuki Imai)  Shingo Jin'nôchi (voice) (version: Japanese) (as Yuki Imai)  See fewer,Members only,K-20: The Fiend with Twenty Faces (2008)
Rikito Ota Yuhei Jin'nôchi (voice) (version: Japanese)  Yuhei Jin'nôchi (voice) (version: Japanese)  See fewer,Members only,Summer Wars (2009)
Hinano Minagawa Kana Jin'nôchi (voice) (version: Japanese)  Kana Jin'nôchi (voice) (version: Japanese)  See fewer,Members only,Zettai reido: Tokushu hanzai sennyû sôsa (2011)
Ayumu Saitô Wabisuke Jin'nôchi (voice) (version: Japanese)  Wabisuke Jin'nôchi (voice) (version: Japanese)  See fewer,Members only,13 Assassins (2010)
