Name,STARmeter,Known for
Amitabh Bachchan Pandit Omkarnath Dhar  Pandit Omkarnath Dhar  See fewer,Members only,Black (2005)
Farhan Akhtar Daanish Ali  Daanish Ali  See fewer,Members only,Zindagi Na Milegi Dobara (2011)
Aditi Rao Hydari Ruhana Ali  Ruhana Ali  See fewer,Members only,Rockstar (2011)
Manav Kaul Yazaad Qureshi  Yazaad Qureshi  See fewer,Members only,CityLights (2014)
Neil Nitin Mukesh Wazir  Wazir  See fewer,Members only,Johnny Gaddaar (2007)
John Abraham S.P  S.P  See fewer,Members only,Dhoom (2004)
Anjum Sharma Sartaj  Sartaj  See fewer,Members only,Slumdog Millionaire (2008)
Prakash Belawadi DCP  DCP  See fewer,Members only,Talvar (2015)
Murli Sharma Mahesh  Mahesh  See fewer,Members only,Baby (I) (2015)
Nasirr Khan Rameez (as Nassir Quazi)  Rameez (as Nassir Quazi)  See fewer,Members only,The Lunchbox (2013)
Seema Bhargava Pammi (as Seema Pahwa)  Pammi (as Seema Pahwa)  See fewer,Members only,Bareilly Ki Barfi (2017)
Nishigandha Wad Ruhana's Mother (as Dr. Nishigandha Wad)  Ruhana's Mother (as Dr. Nishigandha Wad)  See fewer,Members only,Race 3 (2018)
Saachi Tiwari Noorie  Noorie  See fewer,Members only,Rolling Dream (2015)
Vaidehi Parshurami Nina Dhar  Nina Dhar  See fewer,Members only,Simmba (2018)
Vivekanand Singh  Actor  Actor  See fewer,Members only,Wazir (I) (2016)
Ajay Arya  Actor  Actor  See fewer,Members only,Raees (2017)
Avtar Gill Commissioner G.B. Singh  Commissioner G.B. Singh  See fewer,Members only,Airlift (2016)
Gargi Patel Roohi's Caretaker  Roohi's Caretaker  See fewer,Members only,Devdas (I) (2002)
Lakshay Kumar  Actor  Actor  See fewer,Members only,C.I.D. (1998)
Mazel Vyas Roohi  Roohi  See fewer,Members only,Meri Saasu Maa (2016)
Jasleen Singh  Actress  Actress  See fewer,Members only,Wazir (I) (2016)
Jasveer  Actor  Actor  See fewer,Members only,Wazir (I) (2016)
Reem Shaikh Kid Playing Chess With Amitabh Bachchan / Farhan Akhtar  Kid Playing Chess With Amitabh Bachchan / Farhan Akhtar  See fewer,Members only,Na Bole Tum Na Maine Kuch Kaha (2012)
Kedar  Actor  Actor  See fewer,Members only,Wazir (I) (2016)
Hardik Ruparel  Actor  Actor  See fewer,Members only,Wazir (I) (2016)
Manpreet  Actress  Actress  See fewer,Members only,Wazir (I) (2016)
Satakshy Nandy  Actor  Actor  See fewer,Members only,Wazir (I) (2016)
Hemabharti Palani  Actress  Actress  See fewer,Members only,Wazir (I) (2016)
Pooja Kadam  Actress  Actress  See fewer,Members only,Wazir (I) (2016)
Akshata Joshi  Actress  Actress  See fewer,Members only,Wazir (I) (2016)
Fawas Ameer  Actor  Actor  See fewer,Members only,Wazir (I) (2016)
Megna Nambiar  Actress  Actress  See fewer,Members only,Wazir (I) (2016)
Tony Pious  Actor  Actor  See fewer,Members only,Wazir (I) (2016)
Purnendrakumar Meshram  Actor  Actor  See fewer,Members only,Wazir (I) (2016)
Amruth  Actor (as Amruth P.)  Actor (as Amruth P.)  See fewer,Members only,Wazir (I) (2016)
Snigdha Prabhakar  Actress  Actress  See fewer,Members only,Wazir (I) (2016)
Nihal Pasha  Actor  Actor  See fewer,Members only,Wazir (I) (2016)
Shaila Tike  Actress  Actress  See fewer,Members only,Wazir (I) (2016)
Sylvester Mardi  Actor  Actor  See fewer,Members only,Wazir (I) (2016)
Anandita Ghosh  Actress  Actress  See fewer,Members only,Wazir (I) (2016)
Parth Bharadwaj  Actor  Actor  See fewer,Members only,Wazir (I) (2016)
Sameera Kumar  Actress  Actress  See fewer,Members only,Wazir (I) (2016)
Vinod Nanaware  Actor  Actor  See fewer,Members only,Wazir (I) (2016)
Diana Pinto Yazaad Qureshi's Receptionist  Yazaad Qureshi's Receptionist  See fewer,Members only,Bhaag Milkha Bhaag (2013)
Abhimanyu Sarkar Commando head  Commando head  See fewer,Members only,Bajrangi Bhaijaan (2015)
