Name,STARmeter,Known for
Kirsten Dunst Theresa  Theresa  See fewer,Top 500,Spider-Man (2002)
Joe Cole Nick  Nick  See fewer,Top 5000,A Prayer Before Dawn (2017)
Pilou Asbæk Keith  Keith  See fewer,Top 5000,Ghost in the Shell (2017)
Steph DuVall Ed (as Stephan DuVall)  Ed (as Stephan DuVall)  See fewer,Members only,Ray Donovan (2013)
Jack Kilmer Johnny  Johnny  See fewer,Members only,The Nice Guys (2016)
Susan Traylor Theresa's Mother  Theresa's Mother  See fewer,Members only,Heat (1995)
Joel McCoy Foreman  Foreman  See fewer,Members only,Aloha Life (2008)
Michael Pavlicek Mike  Mike  See fewer,Members only,Woodshock (2017)
Joseph Wray Barney Kid at Party #1  Kid at Party #1  See fewer,Members only,Unhuman Nature (2018)
Henry Pokorski Kid at Party #2  Kid at Party #2  See fewer,Members only,Woodshock (2017)
Kyler Jude Hanson Customer  Customer  See fewer,Members only,Woodshock (2017)
Damian Lund Bar Patron (uncredited)  Bar Patron (uncredited)  See fewer,Members only,King Kong (2005)
