Name,STARmeter,Known for
Timothy Gibbs Joseph Crone  Joseph Crone  See fewer,Members only,Magnum Opus (2015)
Michael Landes Samuel Crone  Samuel Crone  See fewer,Top 5000,Hooten & the Lady (2016)
Wendy Glenn Sadie  Sadie  See fewer,Members only,Genesis (II) (2018)
Benjamin Cook Cole  Cole  See fewer,Members only,Once Upon a Time (2011)
Lolo Herrero Bookstore Owner  Bookstore Owner  See fewer,Members only,The Cold Light of Day (2012)
Salomé Jiménez Sarah  Sarah  See fewer,Members only,Una de zombis (2003)
Brendan Price Grant  Grant  See fewer,Members only,Doctor Who (1963)
Denis Rafter Richard Crone  Richard Crone  See fewer,Members only,Second Name (2002)
Ángela Rosal Anna  Anna  See fewer,Members only,Julia's Eyes (2010)
Lluís Soler Javier Cavello  Javier Cavello  See fewer,Members only,Welcome to Farewell-Gutmann (2008)
Jose Bertolero Demon  Demon  See fewer,Members only,Angelus (2014)
Oscar Valsecchi Demon  Demon  See fewer,Members only,Eva (I) (2011)
José Antonio Marín Demon  Demon  See fewer,Members only,5 minutos de vida (2013)
Luis Alba Demon (as Luis Alba 'El Diablo')  Demon (as Luis Alba 'El Diablo')  See fewer,Members only,11-11-11 (2011)
Jesus Cuenca Demon (as Jesús Cuenca)  Demon (as Jesús Cuenca)  See fewer,Members only,11-11-11 (2011)
Titus Ferrer Demon  Demon  See fewer,Members only,11-11-11 (2011)
Alejandro Gil Demon  Demon  See fewer,Members only,Xuleta Agradolça (2011)
Joan Hustench Demon  Demon  See fewer,Members only,11-11-11 (2011)
Susana Jin Demon  Demon  See fewer,Members only,11-11-11 (2011)
Alex Llopis Demon  Demon  See fewer,Members only,Pasión criminal (2015)
Francesc Paez Demon  Demon  See fewer,Members only,Última sesión (2010)
Rubén Peñardilla Demon  Demon  See fewer,Members only,11-11-11 (2011)
Pau Tural Demon  Demon  See fewer,Members only,11-11-11 (2011)
Xavi Vara Demon  Demon  See fewer,Members only,Xuleta Agradolça (2011)
Montse Alcoverro Celia (as Montserrat Alcoverro)  Celia (as Montserrat Alcoverro)  See fewer,Members only,Acacias 38 (2015)
Francesc Arellano Clerk  Clerk  See fewer,Members only,11-11-11 (2011)
Mariví de Villanueva Clerk  Clerk  See fewer,Members only,Diary of a Nymphomaniac (2008)
Marvin Wicoff Doctor  Doctor  See fewer,Members only,11-11-11 (2011)
Loris Curci Taxi Driver  Taxi Driver  See fewer,Members only,Welcome to Acapulco (2019)
Anna Blasco Sadie's Double  Sadie's Double  See fewer,Members only,Intereses mundanos Bar Mut (2011)
Emilie Autumn Girl in the video (uncredited)  Girl in the video (uncredited)  See fewer,Members only,The Devil's Carnival (2012)
J. LaRose Wayne (uncredited)  Wayne (uncredited)  See fewer,Members only,The Righteous Gemstones (2019)
Patrizia Medrano Paramedic (uncredited)  Paramedic (uncredited)  See fewer,Members only,Without a Trace (2002)
