Name,STARmeter,Known for
Ryan Gosling Julian  Julian  See fewer,Top 500,Blue Valentine (2010)
Kristin Scott Thomas Crystal  Crystal  See fewer,Top 5000,The English Patient (1996)
Vithaya Pansringarm Chang  Chang  See fewer,Members only,The Last Executioner (2014)
Gordon Brown Gordon  Gordon  See fewer,Members only,Valhalla Rising (2009)
Yayaying Rhatha Phongam Mai  Mai  See fewer,Members only,Mechanic: Resurrection (2016)
Tom Burke Billy  Billy  See fewer,Top 5000,Third Star (2010)
Sahajak Boonthanakit Kim  Kim  See fewer,Members only,No Escape (I) (2015)
Pitchawat Petchayahon Phaiban  Phaiban  See fewer,Members only,Only God Forgives (2013)
Charlie Ruedpokanon Daeng  Daeng  See fewer,Members only,The Railway Man (2013)
Kowit Wattanakul Choi Yan Lee (as Kovit Wattanakul)  Choi Yan Lee (as Kovit Wattanakul)  See fewer,Members only,The Impossible (2012)
Wannisa Peungpa Kanita  Kanita  See fewer,Members only,Only God Forgives (2013)
Narucha Chaimareung Papa San  Papa San  See fewer,Members only,The Black Death (2015)
Danai Thiengdham Waiter / Li Po  Waiter / Li Po  See fewer,Members only,No Escape (I) (2015)
Wittchuta Watjanarat Ma Fong  Ma Fong  See fewer,Members only,EXpatZ (2013)
Nophand Boonyai Charlie Ling  Charlie Ling  See fewer,Members only,No Escape (I) (2015)
Teerawat Mulvilai Ko Sam  Ko Sam  See fewer,Members only,Rescue Dawn (2006)
Aratchaporn Sataed Po Yan Lee  Po Yan Lee  See fewer,Members only,The Rocket (2013)
Dujdao Vadhanapakorn Concierge  Concierge  See fewer,Members only,The Lady (2011)
Matthew Ryder Manager  Manager  See fewer,Members only,Still Life (II) (2010)
Oak Keerati Porter  Porter  See fewer,Members only,The Impossible (2012)
Sasapin Siriwanji Liang's Sister  Liang's Sister  See fewer,Members only,All I See Is You (2016)
Nuntiya Thongnoo Liang's Mother  Liang's Mother  See fewer,Members only,Only God Forgives (2013)
Byron Gibson Byron  Byron  See fewer,Members only,No Escape (I) (2015)
Saicheer Wongwirot Gunman #3  Gunman #3  See fewer,Members only,Future Sex (2018)
Alisa Wongvisut Singer  Singer  See fewer,Members only,Only God Forgives (2013)
Byron Bishop Burin  Burin  See fewer,Members only,Back in Bangkok (2018)
Joe Cummings Bar Customer (uncredited)  Bar Customer (uncredited)  See fewer,Members only,The Cave (III) (2019)
Ron Smoorenburg Muay thai fan (uncredited)  Muay thai fan (uncredited)  See fewer,Members only,Who Am I? (1998)
