Name,STARmeter,Known for
Rachel Keller Tori  Tori  See fewer,Top 5000,Legion (2017)
Tobin Mitnick Scott  Scott  See fewer,Members only,Eye Candy (2015)
Claire Chapelli Heather  Heather  See fewer,Members only,Fathers & Daughters (2015)
Tristan Erwin Petroff  Petroff  See fewer,Members only,The Chair (2014)
Kate Boyer Katie  Katie  See fewer,Members only,Shameless (2011)
Philip Quinaz Phil  Phil  See fewer,Members only,Margin Call (2011)
Daina Griffith Angela  Angela  See fewer,Members only,The Dark Knight Rises (2012)
A.M. Lukas Courtney (as Anna Martemucci)  Courtney (as Anna Martemucci)  See fewer,Members only,One Cambodian Family Please for My Pleasure (2018)
Trisha Simmons Tori's Mother  Tori's Mother  See fewer,Members only,One Dollar (2018)
John Moon Tori's Father  Tori's Father  See fewer,Members only,Lincoln (2012)
Yan Xi Heather's Mom  Heather's Mom  See fewer,Members only,She's Out of My League (2010)
Brian Shoaf Mitch  Mitch  See fewer,Members only,Aardvark (2017)
Kenny Champion Heather's Dad  Heather's Dad  See fewer,Members only,Since I Don't Have You (2013)
Julie Ann Dulude Shanna  Shanna  See fewer,Members only,Between Something & Nothing (2008)
Chris Douglass Mike Blum  Mike Blum  See fewer,Members only,Fathers & Daughters (2015)
Carl Lundstedt Mike Cooke  Mike Cooke  See fewer,Members only,Joker (I) (2019)
Chris Manley Steve Harper  Steve Harper  See fewer,Members only,The Babymooners (2016)
Troy Bogdan Bus Rider (uncredited)  Bus Rider (uncredited)  See fewer,Members only,The Murders of Brandywine Theater (2014)
Joe Fishel Bus Rider (uncredited)  Bus Rider (uncredited)  See fewer,Members only,The Dark Knight Rises (2012)
Joe Gallipoli College Professor Party Guest (uncredited)  College Professor Party Guest (uncredited)  See fewer,Members only,The Wind Is Watching (2014)
Caroline Kane Party Girl (uncredited)  Party Girl (uncredited)  See fewer,Members only,I Am Wrath (2016)
Phil Nardozzi Man at Bus Stop (uncredited)  Man at Bus Stop (uncredited)  See fewer,Members only,The Umbrella Man (2016)
Kathy Rooney College Professor Party Guest (uncredited)  College Professor Party Guest (uncredited)  See fewer,Members only,Undaunted: The Forgotten Giants of the Allegheny Observatory (2012)
