Name,STARmeter,Known for
Lily James Elizabeth Bennet  Elizabeth Bennet  See fewer,37,Cinderella (I) (2015)
Sam Riley Mr. Darcy  Mr. Darcy  See fewer,Top 5000,Control (2007)
Bella Heathcote Jane Bennet  Jane Bennet  See fewer,Top 5000,The Neon Demon (2016)
Ellie Bamber Lydia Bennet  Lydia Bennet  See fewer,Top 5000,Les Misérables (2018)
Millie Brady Mary Bennet  Mary Bennet  See fewer,Top 5000,The Last Kingdom (2015)
Suki Waterhouse Kitty Bennet  Kitty Bennet  See fewer,Top 5000,"Love, Rosie (2014)"
Douglas Booth Mr. Bingley  Mr. Bingley  See fewer,Top 5000,Jupiter Ascending (2015)
Sally Phillips Mrs. Bennet  Mrs. Bennet  See fewer,Members only,Bridget Jones's Diary (2001)
Charles Dance Mr. Bennet  Mr. Bennet  See fewer,Top 5000,Gosford Park (2001)
Jack Huston George Wickham  George Wickham  See fewer,Top 5000,Kill Your Darlings (2013)
Lena Headey Lady Catherine de Bourgh  Lady Catherine de Bourgh  See fewer,Top 5000,Game of Thrones (2011)
Matt Smith Parson Collins  Parson Collins  See fewer,Top 5000,Doctor Who (2005)
Emma Greenwell Caroline Bingley  Caroline Bingley  See fewer,Top 5000,Love & Friendship (2016)
Eva Bell Louisa  Louisa  See fewer,Members only,Recharge (II) (2018)
Aisling Loftus Charlotte  Charlotte  See fewer,Members only,Death of a Superhero (2011)
Charlie Anson Mr. Hurst  Mr. Hurst  See fewer,Members only,The Legend of Tarzan (2016)
Tom Lorcan Lt. Denny  Lt. Denny  See fewer,Members only,War & Peace (2016)
Robert Fyfe Butler Edwin  Butler Edwin  See fewer,Members only,Cloud Atlas (2012)
Dan Cohen Young Soldier  Young Soldier  See fewer,Members only,Pride and Prejudice and Zombies (2016)
Nicholas Murchie Franklin  Franklin  See fewer,Members only,Spies of Warsaw (2013)
Kate Doherty Mrs. Kenicot  Mrs. Kenicot  See fewer,Members only,Topsy-Turvy (1999)
Pippa Haywood Mrs. Long  Mrs. Long  See fewer,Members only,Green Wing (2004)
Bessie Cursons Lady Anne de Bourgh  Lady Anne de Bourgh  See fewer,Members only,Nativity! (2009)
Morfydd Clark Georgiana  Georgiana  See fewer,Members only,Crawl (2019)
Dolly Wells Mrs. Featherstone  Mrs. Featherstone  See fewer,Members only,Bridget Jones's Diary (2001)
Hermione Corfield Cassandra  Cassandra  See fewer,Top 5000,Mission: Impossible - Rogue Nation (2015)
Pooky Quesnel Mrs. Phillips  Mrs. Phillips  See fewer,Members only,Paradox (2009)
Janet Henfrey Dowager  Dowager  See fewer,Members only,Les Misérables (1998)
Richard Braine Black Suited Man  Black Suited Man  See fewer,Members only,Little Shop of Horrors (1986)
Robert Morgan Mr. Phillips  Mr. Phillips  See fewer,Members only,Holding On (1997)
Jonathan Oliver Priest  Priest  See fewer,Members only,Star Wars: Episode VI - Return of the Jedi (1983)
Angus Kennedy Mr. Kingston  Mr. Kingston  See fewer,Members only,Allied (2016)
Charles Ames Eldest Zombie Boy  Eldest Zombie Boy  See fewer,Members only,The Incursion (2011)
Michael Cole Sentry 2  Sentry 2  See fewer,Members only,Family Affairs (1997)
Nathan Whitfield Sentry 1  Sentry 1  See fewer,Members only,The Interceptor (2015)
Rob Callender Subordinate Officer  Subordinate Officer  See fewer,Members only,Rocketman (I) (2019)
Euan Macnaughton Physician  Physician  See fewer,Members only,Fan (I) (2016)
