Name,STARmeter,Known for
Christoph Waltz Qohen Leth  Qohen Leth  See fewer,Top 5000,Django Unchained (2012)
Gwendoline Christie Woman in a Street Commercial  Woman in a Street Commercial  See fewer,Top 5000,Star Wars: Episode VII - The Force Awakens (2015)
Rupert Friend Man in Street Commercial  Man in Street Commercial  See fewer,Top 5000,Hitman: Agent 47 (2015)
Ray Cooper Man in Street Commercial  Man in Street Commercial  See fewer,Members only,The Adventures of Baron Munchausen (1988)
Lily Cole Woman in Street Commercial  Woman in Street Commercial  See fewer,Members only,Snow White and the Huntsman (2012)
David Thewlis Joby  Joby  See fewer,Top 5000,Naked (1993)
Sanjeev Bhaskar Doctor  Doctor  See fewer,Members only,Absolutely Anything (2015)
Peter Stormare Doctor  Doctor  See fewer,Top 5000,Fargo (1996)
Ben Whishaw Doctor  Doctor  See fewer,Top 5000,Cloud Atlas (2012)
Mélanie Thierry Bainsley  Bainsley  See fewer,Members only,Babylon A.D. (2008)
Matt Damon Management  Management  See fewer,Top 500,Good Will Hunting (1997)
Lucas Hedges Bob  Bob  See fewer,Top 5000,Manchester by the Sea (2016)
Margarita Doyle Mancom Computerised Lips  Mancom Computerised Lips  See fewer,Members only,Absolutely Anything (2015)
Tilda Swinton Dr. Shrink-Rom  Dr. Shrink-Rom  See fewer,Top 5000,We Need to Talk About Kevin (2011)
Emil Hostina Slim Clone  Slim Clone  See fewer,Members only,Harry Potter and the Deathly Hallows: Part 2 (2011)
Pavlic Nemes Chubs Clone  Chubs Clone  See fewer,Members only,Eastern Business (2016)
Dana Rogoz Pizza Girl  Pizza Girl  See fewer,Members only,Try Not to Blink (2011)
Rudy Rosenfeld Old Homeless Man (as Rudi Rosenfeld)  Old Homeless Man (as Rudi Rosenfeld)  See fewer,Members only,Invisible: The Chronicles of Benjamin Knight (1993)
Dan Astileanu Policeman (as Dan Astilean)  Policeman (as Dan Astilean)  See fewer,Members only,Return of the Living Dead: Necropolis (2005)
Gabriel Rauta Jolly Man  Jolly Man  See fewer,Members only,6 Bullets (2012)
Alan O'Silva Man on the Street (as Alin Olteanu)  Man on the Street (as Alin Olteanu)  See fewer,Members only,Come and Find Me (2016)
Elias Ferchin Musuret Man on the Street  Man on the Street  See fewer,Members only,The Zero Theorem (2013)
Mihai Stanescu Man on the Street (as Mihail Stanescu)  Man on the Street (as Mihail Stanescu)  See fewer,Members only,Beowulf (1999)
Tudor Istodor Man on the Street (as Tudor Aaron Istodor)  Man on the Street (as Tudor Aaron Istodor)  See fewer,Members only,Fixeur (2016)
Vlad Logican Man on the Street  Man on the Street  See fewer,Members only,The Zero Theorem (2013)
Alexandra Buza Lady Shopper  Lady Shopper  See fewer,Members only,I'm an Old Communist Hag (2013)
Andreea Stefanin Lady Shopper  Lady Shopper  See fewer,Members only,The Zero Theorem (2013)
Aylin Paicu Lady Shopper (as Aylin Paicu Cadir)  Lady Shopper (as Aylin Paicu Cadir)  See fewer,Members only,The Zero Theorem (2013)
Cici Caraman Lady Shopper (as Cici Maria Caraman)  Lady Shopper (as Cici Maria Caraman)  See fewer,Members only,Amen. (2002)
Ioana Blaj Lady Shopper  Lady Shopper  See fewer,Members only,Sacrificiul (2019)
Marioara Voinescu Sterian Lady Shopper  Lady Shopper  See fewer,Members only,Blessed (2004)
Olivia Nita Lady Shopper  Lady Shopper  See fewer,Members only,Comrade Detective (2017)
Theodor Costache Mancom Guide  Mancom Guide  See fewer,Members only,Deschide Ochii (2015)
Adrian Nicolae Mancom Employee  Mancom Employee  See fewer,Members only,Charlie Countryman (2013)
Andrei Hutuleac Mancom Employee (as Andrei Hutulescu)  Mancom Employee (as Andrei Hutulescu)  See fewer,Members only,Offstage (2017)
Ioana Barbu Mancom Employee  Mancom Employee  See fewer,Members only,Love Sick (2006)
Serban Gomoi Mancom Employee (as Serban Victor Gomoi)  Mancom Employee (as Serban Victor Gomoi)  See fewer,Members only,6 Bullets (2012)
Ioan Cortea Mancom Technician (as Ioan Mihai Cortea)  Mancom Technician (as Ioan Mihai Cortea)  See fewer,Members only,Closer to the Moon (2014)
Gabriel Costin Mancom Technician  Mancom Technician  See fewer,Members only,Live (2015)
Ana Maria Revnic Party Girl  Party Girl  See fewer,Members only,The Zero Theorem (2013)
Iulia Verdes Party Girl  Party Girl  See fewer,Members only,A Good Man (2014)
Pavel Ulici Party Man  Party Man  See fewer,Members only,Tudo (2016)
Radu Iacoban Party Man  Party Man  See fewer,Members only,Triplusec (2018)
Radu Andrei Micu Sex Shop Owner  Sex Shop Owner  See fewer,Members only,BloodRayne (2005)
Rodica Negrea Nun  Nun  See fewer,Members only,Omega Rose
George Remes Park Policeman  Park Policeman  See fewer,Members only,Assassination Games (2011)
Madison Lygo Bonnie  Bonnie  See fewer,Members only,The Hollow Crown (2012)
Naomi Everson Lacy  Lacy  See fewer,Members only,Atlantis (2013)
Ingrid Bisu Work Colleague (uncredited)  Work Colleague (uncredited)  See fewer,Members only,Toni Erdmann (2016)
Pat Rushin Extra (uncredited)  Extra (uncredited)  See fewer,Members only,No Ordinary Sun (2004)
