Name,STARmeter,Known for
Miyuki Sawashiro Tuan Kirie (voice)  Tuan Kirie (voice)  See fewer,Members only,Kamen Rider Movie War 2010: Kamen Rider vs. Kamen Rider Double & Decade (2009)
Reina Ueda Miach Mihie (voice)  Miach Mihie (voice)  See fewer,Members only,Little Witch Academia: Chamber of Time (2017)
Aya Suzaki Cian Reikado (voice)  Cian Reikado (voice)  See fewer,Members only,Brynhildr in the Darkness (2014)
Yoshiko Sakakibara Oscar Shtaufenberg (voice)  Oscar Shtaufenberg (voice)  See fewer,Members only,Nausicaä of the Valley of the Wind (1984)
Shin'ichirô Miki Elliya Vashirof (voice)  Elliya Vashirof (voice)  See fewer,Members only,Perfect Blue (1997)
Chô Keita Saeki (voice) (as Cho)  Keita Saeki (voice) (as Cho)  See fewer,Members only,Cyborg 009 (2001)
Junpei Morita Nuaza Kirie (voice)  Nuaza Kirie (voice)  See fewer,Members only,GoGo Sentai Boukenger (2006)
Akeno Watanabe Gabrielle Étaín (voice)  Gabrielle Étaín (voice)  See fewer,Members only,Code Geass: Lelouch of the Rebellion (2006)
Chiaki Mori Reiko Mihie (voice)  Reiko Mihie (voice)  See fewer,Members only,God Eater (2015)
Atsushi Ono Uwe Woll (voice)  Uwe Woll (voice)  See fewer,Members only,The Last Samurai (2003)
Akio Ôtsuka Asaf (voice)  Asaf (voice)  See fewer,Members only,Ghost in the Shell (1995)
Dawn Michelle Bennett Additional Voices (voice) (version: English)  Additional Voices (voice) (version: English)  See fewer,Members only,Freedom Planet (2014)
Christopher Bevins Elijah Vashlov (voice) (version: English)  Elijah Vashlov (voice) (version: English)  See fewer,Members only,Jyu oh sei (2006)
Anthony Bowling Additional Voices (voice) (version: English)  Additional Voices (voice) (version: English)  See fewer,Members only,Dragon Ball Super: Broly (2018)
Corey Cleary-Stoner Additional Voices (voice) (version: English)  Additional Voices (voice) (version: English)  See fewer,Members only,Wolf Children (2012)
Colleen Clinkenbeard Additional Voices (voice) (version: English)  Additional Voices (voice) (version: English)  See fewer,Members only,Wolf Children (2012)
Terri Doty Liz Bronstein (voice) (version: English)  Liz Bronstein (voice) (version: English)  See fewer,Members only,Train to Busan (2016)
