Name,STARmeter,Known for
Reese Witherspoon Lauren  Lauren  See fewer,Top 500,Wild (I) (2014)
Chris Pine FDR Foster  FDR Foster  See fewer,Top 500,Star Trek (2009)
Tom Hardy Tuck  Tuck  See fewer,12,Inception (2010)
Til Schweiger Heinrich  Heinrich  See fewer,Members only,Inglourious Basterds (2009)
Chelsea Handler Trish  Trish  See fewer,Members only,Hop (2011)
John Paul Ruttan Joe  Joe  See fewer,Members only,RoboCop (2014)
Abigail Spencer Katie (as Abigail Leigh Spencer)  Katie (as Abigail Leigh Spencer)  See fewer,Top 5000,Mad Men (2007)
Angela Bassett Collins  Collins  See fewer,Top 5000,Strange Days (1995)
Rosemary Harris Nana Foster  Nana Foster  See fewer,Members only,Spider-Man (2002)
George Touliatos Grandpa Foster  Grandpa Foster  See fewer,Members only,The Sisterhood of the Traveling Pants (2005)
Clint Carleton Jonas  Jonas  See fewer,Members only,War for the Planet of the Apes (2017)
Warren Christie Steve  Steve  See fewer,Members only,Apollo 18 (2011)
Leela Savasta Kelly  Kelly  See fewer,Members only,Big Eyes (I) (2014)
Natassia Malthe Xenia  Xenia  See fewer,Top 5000,Elektra (2005)
Laura Vandervoort Britta  Britta  See fewer,Top 5000,Jigsaw (I) (2017)
Dominique Brownes Hong Kong Beauty (as Dominique Bourassa Brownes)  Hong Kong Beauty (as Dominique Bourassa Brownes)  See fewer,Members only,The Handmaid's Tale (2017)
Paul Wu Korean Leader  Korean Leader  See fewer,Members only,War for the Planet of the Apes (2017)
Daren A. Herbert Agent Bothwick  Agent Bothwick  See fewer,Members only,Hot Tub Time Machine (2010)
Kevin O'Grady Agent Boyles  Agent Boyles  See fewer,Members only,Fargo (2014)
Jesse Reid Agent Dickerman  Agent Dickerman  See fewer,Members only,Watchmen (2009)
Viv Leacock Agent Downing  Agent Downing  See fewer,Members only,Hot Tub Time Machine (2010)
Jenny Slate Emily  Emily  See fewer,73,Zootopia (2016)
Kasey Ryne Mazak Ken (Sushi Chef)  Ken (Sushi Chef)  See fewer,Members only,Midway (2019)
Kevan Ohtsji Sushi Chef  Sushi Chef  See fewer,Members only,Godzilla (2014)
Baline Patry Bucket Head Kid  Bucket Head Kid  See fewer,Members only,This Means War (2012)
