Name,STARmeter,Known for
Alicia Vikander Sophia Sandvoort  Sophia Sandvoort  See fewer,Top 500,Ex Machina (2014)
Dane DeHaan Jan van Loos  Jan van Loos  See fewer,Top 5000,Chronicle (2012)
Jack O'Connell Willem Brok  Willem Brok  See fewer,Top 5000,Unbroken (I) (2014)
Holliday Grainger Maria  Maria  See fewer,Top 5000,Cinderella (I) (2015)
Tom Hollander Dr Sorgh  Dr Sorgh  See fewer,Top 5000,Pride & Prejudice (2005)
Matthew Morrison Mattheus  Mattheus  See fewer,Top 5000,Glee (2009)
Kevin McKidd Johan De Bye  Johan De Bye  See fewer,Top 5000,Dog Soldiers (2002)
Douglas Hodge Nicholas Steen  Nicholas Steen  See fewer,Top 5000,Red Sparrow (2018)
Joanna Scanlan Mrs Overvalt  Mrs Overvalt  See fewer,Members only,Getting On (2009)
Zach Galifianakis Gerrit  Gerrit  See fewer,Top 5000,The Hangover (2009)
Judi Dench Abbess  Abbess  See fewer,Top 5000,Skyfall (2012)
Christoph Waltz Cornelis Sandvoort  Cornelis Sandvoort  See fewer,Top 5000,Django Unchained (2012)
David Harewood Mr Prater  Mr Prater  See fewer,Members only,Blood Diamond (2006)
Alexandra Gilbreath Lysbeth  Lysbeth  See fewer,Members only,Monarch of the Glen (2000)
Cara Delevingne Annetje  Annetje  See fewer,Top 500,Suicide Squad (2016)
Sebastian Armesto Eduart Asmus  Eduart Asmus  See fewer,Members only,Anonymous (I) (2011)
Michael Nardone Daan the Auctioneer  Daan the Auctioneer  See fewer,Members only,Assassin's Creed: Origins (2017)
Richard Alan Reid Bidder 1 (as Richard Reid)  Bidder 1 (as Richard Reid)  See fewer,Members only,Criminal (2016)
Cornelius Booth Bidder 2  Bidder 2  See fewer,Members only,Pride & Prejudice (2005)
Cressida Bonas Mrs Steen  Mrs Steen  See fewer,Members only,The Bye Bye Man (2017)
Michael Smiley Pieter  Pieter  See fewer,Members only,Kill List (2011)
James Dryden Fish Seller  Fish Seller  See fewer,Members only,Ready Player One (2018)
Daisy Chadwick Christine  Christine  See fewer,Members only,Tulip Fever (2017)
Alex Lowe Press Gang Officer  Press Gang Officer  See fewer,Members only,Much Ado About Nothing (1993)
Harry Rafferty Shifty Man  Shifty Man  See fewer,Members only,B33f (2014)
Ian Drysdale Dealer 1  Dealer 1  See fewer,Members only,MVP: Most Valuable Primate (2000)
Ian Ralph Dealer 2  Dealer 2  See fewer,Members only,Captain Phillips (2013)
Conner Chapman Young Shipping Clerk  Young Shipping Clerk  See fewer,Members only,The Selfish Giant (2013)
Tom Meredith Bystander  Bystander  See fewer,Members only,Peterloo (2018)
James Inkling Drinking Mate  Drinking Mate  See fewer,Members only,Cider with Rosie (2015)
Johnny Vegas Apothecary  Apothecary  See fewer,Members only,Bleak House (2005)
Rhoda Ofori-Attah Nun  Nun  See fewer,Members only,Katy (2018)
Brendan McCoy Donkey Owner  Donkey Owner  See fewer,Members only,Bronson (2008)
Keith Ackerman Umpire  Umpire  See fewer,Members only,Who Is Alice (2017)
Simon Meacock Bailiff  Bailiff  See fewer,Members only,Fantastic Beasts: The Crimes of Grindelwald (2018)
Anastasia Hille Mrs Mitjins  Mrs Mitjins  See fewer,Members only,Snow White and the Huntsman (2012)
Daisy Lowe Carolijn  Carolijn  See fewer,Members only,Confine (2013)
Patsy Ferran Tart  Tart  See fewer,Members only,Darkest Hour (2017)
Miltos Yerolemou Baker  Baker  See fewer,Members only,Star Wars: Episode VII - The Force Awakens (2015)
Carl O'Rourke Butcher  Butcher  See fewer,Members only,Stolen (2011)
Declan Cooke Tailor  Tailor  See fewer,Members only,Emmerdale (1972)
Laura Allen Buxom Wench  Buxom Wench  See fewer,Members only,The Tale (2018)
Michael Geary Red Faced Man  Red Faced Man  See fewer,Members only,School of the Damned (2019)
Jane Edwardes Grandmother  Grandmother  See fewer,Members only,Tulip Fever (2017)
Deborah Moggach Card Player  Card Player  See fewer,Members only,Pride & Prejudice (2005)
Megan O'Connell Barmaid  Barmaid  See fewer,Members only,Anyone You Want (2010)
Amy Brogan Young Sophia Brock  Young Sophia Brock  See fewer,Members only,Tulip Fever (2017)
Greta Brogan Sister of Young Sophia Brock  Sister of Young Sophia Brock  See fewer,Members only,Tulip Fever (2017)
Jody Brogan Sister of Young Sophia Brock  Sister of Young Sophia Brock  See fewer,Members only,Tulip Fever (2017)
B. Glanville Bratavian Worker  Bratavian Worker  See fewer,Members only,Tulip Fever (2017)
Raed Abbas John Papi (uncredited)  John Papi (uncredited)  See fewer,Members only,Rock Band Vs Vampires (2017)
Lee Paul Atkinson Veteran Amputee (uncredited)  Veteran Amputee (uncredited)  See fewer,Members only,Mr Selfridge (2013)
Emma Baker Tavern Girl (uncredited)  Tavern Girl (uncredited)  See fewer,Members only,The Scopia Effect (2014)
Kishore Bhatt Lower Class Worker (uncredited)  Lower Class Worker (uncredited)  See fewer,Members only,Fan (I) (2016)
"Gordon Bibby Pieter Van Hoek, Pressganger (uncredited)  Pieter Van Hoek, Pressganger (uncredited)  See fewer",Members only,Sex Doll (2016)
Jamie Body Middle Class Gentleman (uncredited)  Middle Class Gentleman (uncredited)  See fewer,Members only,Mr Selfridge (2013)
Glenn Bunn Lower Class Male (uncredited)  Lower Class Male (uncredited)  See fewer,Members only,Kill All Humans (2015)
Eveline Chapman Girl in Tavern (uncredited)  Girl in Tavern (uncredited)  See fewer,Members only,Fantopia (2019)
Pamela Betsy Cooper Serving Woman (uncredited)  Serving Woman (uncredited)  See fewer,Members only,Fan (I) (2016)
Ella Cumber Heena (uncredited)  Heena (uncredited)  See fewer,Members only,Killer Revelations (2020)
Rochelle De-Terville Lower Class (uncredited)  Lower Class (uncredited)  See fewer,Members only,Zero (II) (2011)
Nigel Eaton Minstrel (uncredited)  Minstrel (uncredited)  See fewer,Members only,Kingdom of Heaven (2005)
David Georgiou The Turkish Merchant (uncredited)  The Turkish Merchant (uncredited)  See fewer,Members only,Metal Castle: The Musical (2013)
Alex Gillison Boat Driver (uncredited)  Boat Driver (uncredited)  See fewer,Members only,Rogue One: A Star Wars Story (2016)
Jessica Gilmartin Market Child (uncredited)  Market Child (uncredited)  See fewer,Members only,Unstoppable (2016)
Marnie Gore Orphan Girl (uncredited)  Orphan Girl (uncredited)  See fewer,Members only,Ride (2016)
Roman Green Thief (uncredited)  Thief (uncredited)  See fewer,Members only,Body Fixers (2016)
Andy Hayes Merchant (uncredited)  Merchant (uncredited)  See fewer,Members only,Metal Castle (2015)
Sayed Kassem The Turkish Merchant (uncredited)  The Turkish Merchant (uncredited)  See fewer,Members only,Exodus: Gods and Kings (2014)
Fred King Umpire (uncredited)  Umpire (uncredited)  See fewer,Members only,Gold (I) (2018)
Martyn Mayger Middle Class Gentleman (uncredited)  Middle Class Gentleman (uncredited)  See fewer,Members only,Outside Bet (2012)
Drew McGurren Sailor (uncredited)  Sailor (uncredited)  See fewer,Members only,Every Waking Breath (2016)
Pete Meads Pub Reveller (uncredited)  Pub Reveller (uncredited)  See fewer,Members only,The Brothers Grimsby (2016)
Jonathon Michaels Brewer (uncredited)  Brewer (uncredited)  See fewer,Members only,Hitler's Circle of Evil (2018)
Stephen Parker Auctioneer (uncredited)  Auctioneer (uncredited)  See fewer,Members only,Asylum (2015)
Fia Parry Tavern Wench (uncredited)  Tavern Wench (uncredited)  See fewer,Members only,The Friday Night Project (2005)
Sophie Porley Tavern girl (uncredited)  Tavern girl (uncredited)  See fewer,Members only,Hollyoaks (1995)
Steve Saunders Smokehouse Worker (uncredited)  Smokehouse Worker (uncredited)  See fewer,Members only,The Aeronauts (2019)
Victoria Serra Tavern Girl (uncredited)  Tavern Girl (uncredited)  See fewer,Members only,"Maybe Today, Maybe Tomorrow (2012)"
Janette Sharpe Maid (uncredited)  Maid (uncredited)  See fewer,Members only,RideBy
Tamara Sharpe Pauper (uncredited)  Pauper (uncredited)  See fewer,Members only,Polar Bear (2016)
