Name,STARmeter,Known for
Seung-Hyun Choi Ham De-gil  Ham De-gil  See fewer,Members only,71: Into the Fire (2010)
Se-Kyung Shin Heo Mi-na  Heo Mi-na  See fewer,Members only,Six Flying Dragons (2015)
Yoon-seok Kim A-gwi  A-gwi  See fewer,Members only,The Chaser (2008)
Hae-jin Yoo Ko Gwang-ryeol  Ko Gwang-ryeol  See fewer,Members only,A Taxi Driver (2017)
Lee Hanee President Woo (as Ha-nui Lee)  President Woo (as Ha-nui Lee)  See fewer,Members only,The Rebel (2017)
Do-won Kwak Jang Dong-sik  Jang Dong-sik  See fewer,Members only,The Wailing (2016)
Kyeong-yeong Lee Kko-Jang  Kko-Jang  See fewer,Members only,Inside Men (2015)
In-kwon Kim Heo Gwang-chul  Heo Gwang-chul  See fewer,Members only,My Way (2011)
Jeong-se Oh Director Seo  Director Seo  See fewer,Members only,Quick (2011)
Hyo-ju Park Gambling House Assistant Manager  Gambling House Assistant Manager  See fewer,Members only,The Chaser (2008)
Su-hee Go Madame Song  Madame Song  See fewer,Members only,Lady Vengeance (2005)
Jin-gu Yeo A-gwi's Pupil  A-gwi's Pupil  See fewer,Members only,Hwayi: A Monster Boy (2013)
Kap-Soo Han President Choo  President Choo  See fewer,Members only,The Chosen: Forbidden Cave (2015)
Chul-Moo Kim Pool Hall hustler  Pool Hall hustler  See fewer,Members only,Montage (2013)
Dong-hwi Lee Jjari (as Dong-Hwi Lee)  Jjari (as Dong-Hwi Lee)  See fewer,Members only,The Handmaiden (2016)
Sung-Wook Lee  Actor  Actor  See fewer,Members only,Misty (2018)
Myung-hun Yang Past Chaebol man  Past Chaebol man  See fewer,Members only,The Good the Bad the Weird (2008)
