Name,STARmeter,Known for
Jason Bateman Simon  Simon  See fewer,Top 5000,Arrested Development (2003)
Rebecca Hall Robyn  Robyn  See fewer,Top 5000,Vicky Cristina Barcelona (2008)
Joel Edgerton Gordo  Gordo  See fewer,Top 5000,The Great Gatsby (2013)
Allison Tolman Lucy  Lucy  See fewer,Top 5000,Krampus (I) (2015)
Tim Griffin Kevin 'KK' Keelor  Kevin 'KK' Keelor  See fewer,Members only,The Bourne Supremacy (2004)
Busy Philipps Duffy  Duffy  See fewer,Top 5000,He's Just Not That Into You (2009)
Adam Lazarre-White Ron  Ron  See fewer,Members only,Ocean's Thirteen (2007)
Beau Knapp Detective Walker  Detective Walker  See fewer,Members only,Seven Seconds (2018)
Wendell Pierce Detective Mills  Detective Mills  See fewer,Top 5000,The Wire (2002)
Mirrah Foulkes Wendy Dale  Wendy Dale  See fewer,Members only,Animal Kingdom (2010)
Nash Edgerton Frank Dale  Frank Dale  See fewer,Members only,Mr Inbetween (2018)
David Denman Greg  Greg  See fewer,Top 5000,Brightburn (2019)
Katie Aselton Joan  Joan  See fewer,Top 5000,The Freebie (2010)
David Joseph Craig Stewart (as David Craig)  Stewart (as David Craig)  See fewer,Members only,Boy Erased (2018)
Susan May Pratt Rhonda Ryan  Rhonda Ryan  See fewer,Top 5000,10 Things I Hate About You (1999)
P.J. Byrne Danny  Danny  See fewer,Members only,The Wolf of Wall Street (2013)
Felicity Price Dr. Angela Derezio  Dr. Angela Derezio  See fewer,Members only,Wish You Were Here (I) (2012)
Melinda Allen Real Estate Agent  Real Estate Agent  See fewer,Members only,When Actors Attack (1999)
Stacey Bender Office Worker (uncredited)  Office Worker (uncredited)  See fewer,Members only,Secret in Their Eyes (2015)
Beth Crudele Nurse (uncredited)  Nurse (uncredited)  See fewer,Members only,Street Ships (2018)
Darren P. Leis Nurse (uncredited)  Nurse (uncredited)  See fewer,Members only,Captain Marvel (2019)
Laura Drake Mancini Janine (uncredited)  Janine (uncredited)  See fewer,Members only,Dunkirk (2017)
Jyothi Venkatesh East Indian (uncredited)  East Indian (uncredited)  See fewer,Members only,Opus of an Angel (2017)
