Name,STARmeter,Known for
Hôshi Ishida Koichi Iwase (as Hoshi Ishida)  Koichi Iwase (as Hoshi Ishida)  See fewer,Members only,Returner (2002)
Mitsuki Tanimura Yuki Niina  Yuki Niina  See fewer,Members only,13 Assassins (2010)
Hidetoshi Nishijima Akira Izawa  Akira Izawa  See fewer,Members only,The Wind Rises (2013)
Miyako Koda Michiko Iwase  Michiko Iwase  See fewer,Members only,Fancy Dance (1989)
Keijirô Akiyama  Actor  Actor  See fewer,Members only,Canary (2004)
Kôtarô Akiyama  Actor  Actor  See fewer,Members only,Canary (2004)
Tetsuhito Aoki  Actor  Actor  See fewer,Members only,Canary (2004)
Noriko Eguchi Kimura  Kimura  See fewer,Members only,Fish Story (2009)
Naoko Fukuju  Actress  Actress  See fewer,Members only,Canary (2004)
Kyôhei Hishida  Actor  Actor  See fewer,Members only,Canary (2004)
Shoichi Honda  Actor  Actor  See fewer,Members only,The Outsider (I) (2018)
Masaki Honjô  Actor  Actor  See fewer,Members only,Oppai Volleyball (2009)
Shûgo Hori  Actor  Actor  See fewer,Members only,Canary (2004)
Rina Horisawa  Actress  Actress  See fewer,Members only,Canary (2004)
Hiroaki Iida  Actor  Actor  See fewer,Members only,Canary (2004)
Reina Ijichi  Actress  Actress  See fewer,Members only,Canary (2004)
Michie Ikeda  Actress  Actress  See fewer,Members only,After the Storm (2016)
Mansaku Ikeuchi  Actor  Actor  See fewer,Members only,Jumper (2008)
Eita Imashiro  Actor  Actor  See fewer,Members only,Canary (2004)
Reiko Inage  Actress  Actress  See fewer,Members only,Canary (2004)
Shiori Inoue  Actress  Actress  See fewer,Members only,Finding the Adolescence (2014)
Yukiko Inoue Old Woman  Old Woman  See fewer,Members only,The Man Who Stole the Sun (1979)
Asari Ishiwata  Actress  Actress  See fewer,Members only,Canary (2004)
Manami Ishizaki  Actress  Actress  See fewer,Members only,Canary (2004)
Kazutake Isoda  Actor  Actor  See fewer,Members only,Canary (2004)
Ami Itô  Actress  Actress  See fewer,Members only,Canary (2004)
Hiroo Itô  Actor  Actor  See fewer,Members only,Canary (2004)
Hiromasa Kaneko  Actor  Actor  See fewer,Members only,"Die! Directors, Die! (2011)"
Takenori Kaneko  Actor  Actor  See fewer,Members only,Listen to Light (2017)
Daisuke Kirii  Actor  Actor  See fewer,Members only,Ouran High School Host Club (2006)
Yasuto Kosuda  Actor  Actor  See fewer,Members only,The Outrage (2010)
Isamu Kurosawa  Actor  Actor  See fewer,Members only,Canary (2004)
Hidekazu Mashima  Actor  Actor  See fewer,Members only,Fish Story (2009)
Shiori Matsuda  Actress  Actress  See fewer,Members only,Baiohazâdo reberêshonzu 2 (2015)
Akihiro Matsuno  Actor  Actor  See fewer,Members only,Canary (2004)
Hirotada Matsuoka  Actor  Actor  See fewer,Members only,Canary (2004)
Takao Matsuzaki  Actor  Actor  See fewer,Members only,Canary (2004)
Michié Garusha  Garusha  See fewer,Members only,Silence (I) (2016)
Takayuki Mihashi  Actor  Actor  See fewer,Members only,Canary (2004)
Asuka Minowa  Actress  Actress  See fewer,Members only,Jam Films S (2005)
Kôsuke Miyagawa  Actor  Actor  See fewer,Members only,Canary (2004)
Kenji Mizuhashi Junana  Junana  See fewer,Members only,5 Centimeters Per Second (2007)
Seiya Mori  Actor  Actor  See fewer,Members only,Suicide Club (2001)
Yoshinori Morikawa  Actor  Actor  See fewer,Members only,Canary (2004)
Asami Mukaidono  Actress  Actress  See fewer,Members only,Project A-Ko (1986)
Yuta Nagashima  Actor  Actor  See fewer,Members only,Canary (2004)
Kei Nanba  Actor  Actor  See fewer,Members only,Canary (2004)
Masakazu Naruse  Actor  Actor  See fewer,Members only,Tokyo MPD - From ZERO to HERO (2016)
Kana Oda  Actress  Actress  See fewer,Members only,Canary (2004)
