Name,STARmeter,Known for
Antonia Campbell-Hughes Alice  Alice  See fewer,Members only,3096 Days (2013)
Johnny Flynn Charlie  Charlie  See fewer,Top 5000,Clouds of Sils Maria (2014)
Benn Northover Felix  Felix  See fewer,Members only,Harry Potter and the Deathly Hallows: Part 2 (2011)
Liam Browne Benedict  Benedict  See fewer,Members only,The Orgasm Diaries (2010)
Amber Anderson Suzi  Suzi  See fewer,Members only,Your Highness (2011)
Jay Choi Lulu  Lulu  See fewer,Members only,Red Reflections (2014)
Gina Bramhill Bella  Bella  See fewer,Members only,Sherlock (2010)
Daisy Lewis Saskia  Saskia  See fewer,Members only,Downton Abbey (2010)
Cynthia Fortune Ryan Orna  Orna  See fewer,Members only,(She Owns) Every Thing (2010)
Katrena Rochell Leni  Leni  See fewer,Members only,Kick-Ass (2010)
Alex Wyndham Marlon  Marlon  See fewer,Members only,Rome (2005)
Chloe Jenden Casting Agent  Casting Agent  See fewer,Members only,Revolution (I) (2010)
Anna Bondareva Lottie  Lottie  See fewer,Members only,Fortress of War (2010)
Nicola Wren Indira  Indira  See fewer,Members only,King Arthur: Legend of the Sword (2017)
Hamed Arif Cafe Customer  Cafe Customer  See fewer,Members only,Le Fear (2010)
Babette Barat Felix's Mother  Felix's Mother  See fewer,Members only,I Saw Black Clouds
Peter Bland Henry  Henry  See fewer,Members only,Came a Hot Friday (1985)
Serena Brabazon Norway  Norway  See fewer,Members only,Frank (II) (2014)
Vicky Butterfly Dancer  Dancer  See fewer,Members only,Dancing Cheek to Cheek: An Intimate History of Dance (2014)
Jade Clarke Party Guest (as Jade Francine Clarke)  Party Guest (as Jade Francine Clarke)  See fewer,Members only,Suspects (2014)
Teddy Deegan Photographer  Photographer  See fewer,Members only,The Perfect Love Song (2011)
Morgan Delle Piane Party goer  Party goer  See fewer,Members only,Angelo's (2007)
Luke Brandon Field Fabrizio  Fabrizio  See fewer,Members only,Where the Road Meets the Sun (2011)
Jake Gavin Director  Director  See fewer,Members only,Hector (2015)
Tallulah Harlech A Girl in a Car  A Girl in a Car  See fewer,Members only,The Invisible Woman (2013)
Jessica Butcher Party Girl  Party Girl  See fewer,Members only,EastEnders (1985)
Rachel Lee Kolis Producer  Producer  See fewer,Members only,Krym (2010)
Olivia Leng Party Guest  Party Guest  See fewer,Members only,L is for Lala (2011)
Beatrice Lynne Casting Assistant  Casting Assistant  See fewer,Members only,Lotus Eaters (II) (2011)
Manchán Magan Barbara  Barbara  See fewer,Members only,Scéal (2013)
Ali Malek Avi  Avi  See fewer,Members only,Lotus Eaters (II) (2011)
Maybelle Rainey Leni's kid  Leni's kid  See fewer,Members only,Lotus Eaters (II) (2011)
Anna Ray Art gallery guest (as Anna Notarantonio)  Art gallery guest (as Anna Notarantonio)  See fewer,Members only,Stray Dog (2019)
Jasper Reynolds Maurice  Maurice  See fewer,Members only,An Immortal Tale (2010)
Danielle Victoria Sambrook Pool Party Girl (as Danielle Sambrook)  Pool Party Girl (as Danielle Sambrook)  See fewer,Members only,Unarmed But Dangerous (2009)
Cha Cha Seigne Lady Cranmore  Lady Cranmore  See fewer,Members only,The Boys & Girl from County Clare (2003)
Atul Sharma Cafe Passerby  Cafe Passerby  See fewer,Members only,Andaz Tera Mera
Carrie Shaw Sales Assistant  Sales Assistant  See fewer,Members only,Koofori in London II (2007)
Luke Sheehan Silvio  Silvio  See fewer,Members only,Lotus Eaters (II) (2011)
Iseult Timmons Ward Freddie (as Iseult Timmons)  Freddie (as Iseult Timmons)  See fewer,Members only,The Rhythm Section (2020)
Joe Wells Tailor  Tailor  See fewer,Members only,Neil's Party (2006)
Joseph Xorto Singer  Singer  See fewer,Members only,Lotus Eaters (II) (2011)
Milica Zekavica Bee-hive Lady  Bee-hive Lady  See fewer,Members only,Fedz (2013)
