Name,STARmeter,Known for
Alex Karpovsky Nick  Nick  See fewer,Members only,Folk Hero & Funny Guy (2016)
Tarik Lowe Darryl  Darryl  See fewer,Members only,Whiplash (2014)
Arielle Kebbel Jamie  Jamie  See fewer,Top 5000,The Grudge 2 (2006)
Sophia Takal Amy  Amy  See fewer,Members only,Green (2011)
Melonie Diaz Liana  Liana  See fewer,Members only,Fruitvale Station (2013)
Mike Landry Mike  Mike  See fewer,Members only,American Dreamer: The High Adventures of a Card-Counting Low Roller (2000)
Kevin Corrigan Adrian  Adrian  See fewer,Members only,True Romance (1993)
Lena Dunham Alexa  Alexa  See fewer,Top 5000,Tiny Furniture (2010)
Sebastian Sozzi Sebastian  Sebastian  See fewer,Members only,Half Nelson (2006)
Josh Alexander Beck  Beck  See fewer,Members only,Southern Rites (2015)
Mikal McDaniel Rodney the Doorman  Rodney the Doorman  See fewer,Members only,Supporting Characters (2012)
Isabel Ramírez Dana  Dana  See fewer,Members only,Scavenger Killers (2014)
Jeremy Cohen Jeremy  Jeremy  See fewer,Members only,Blue Bloods (2010)
Salvatore Interlandi Marco the DP  Marco the DP  See fewer,Members only,Charlie (2007)
Ryan O'Nan Actor  Actor  See fewer,Members only,Fargo (2014)
Patrick Duff Mr. Federico  Mr. Federico  See fewer,Members only,The Project (2008)
Alejandro Ramia Alejandro  Alejandro  See fewer,Members only,Green Book (2018)
Will Clark Receptionist  Receptionist  See fewer,Members only,Percipi (2012)
Kaitlyn Schechter Adrian's Daughter  Adrian's Daughter  See fewer,Members only,Safe Spaces (2019)
Felipe Dieppa College Student  College Student  See fewer,Members only,Dan in Real Life (I) (2007)
Godfrey Ngai China Fun Waiter (as Godrey Ngai)  China Fun Waiter (as Godrey Ngai)  See fewer,Members only,Looking for Mister Perfect (2003)
Stephanie Cieplinski Jaime's Friend  Jaime's Friend  See fewer,Members only,The Two Roomer (2010)
Pizza Pizza the Dog  Pizza the Dog  See fewer,Members only,Beavers & Maple Syrup (2010)
Jasper Elevator Dog  Elevator Dog  See fewer,Members only,Baroness Von Sketch Show (2016)
Sivan Levy Dance Choreographer  Dance Choreographer  See fewer,Members only,S#x Acts (2012)
Andrew Bechtold Dancer  Dancer  See fewer,Members only,Supporting Characters (2012)
Cat Cogliandro Dancer  Dancer  See fewer,Members only,Every Single Step (2015)
Ominese Faison Dancer  Dancer  See fewer,Members only,Supporting Characters (2012)
Austin Redman Dancer  Dancer  See fewer,Members only,Supporting Characters (2012)
Natalie Self Dancer  Dancer  See fewer,Members only,Differences Between Men and Women (2014)
Sabrina Slattery Dancer  Dancer  See fewer,Members only,Emoticon ;) (2014)
Jenna Smith Student  Student  See fewer,Members only,Corporate Affairs (2008)
Tara Deleon Gillian (uncredited)  Gillian (uncredited)  See fewer,Members only,Beverly H.
Preston Christopher Lawrence Rodney the Doorman's Cousin (uncredited)  Rodney the Doorman's Cousin (uncredited)  See fewer,Members only,Quantico (2015)
Michael Rivera Rivera (uncredited)  Rivera (uncredited)  See fewer,Members only,Fighting (2009)
Carlos Velazquez Carlos (uncredited)  Carlos (uncredited)  See fewer,Members only,School of Rock (2003)
