Name,STARmeter,Known for
Sonam Kapoor Neerja Bhanot  Neerja Bhanot  See fewer,Members only,Sanju (2018)
Shabana Azmi Rama Bhanot  Rama Bhanot  See fewer,Members only,Fire (1996)
Yogendra Tiku Harish Bhanot (as Yogendra Tikku)  Harish Bhanot (as Yogendra Tikku)  See fewer,Members only,Fan (I) (2016)
Abrar Zahoor Safarini  Safarini  See fewer,Members only,Uri: The Surgical Strike (2019)
Jim Sarbh Khalil  Khalil  See fewer,Members only,Padmaavat (2018)
Ali Baldiwala Mansoor  Mansoor  See fewer,Members only,Neerja (2016)
Vikrant Singta Fahad  Fahad  See fewer,Members only,Neerja (2016)
Parthaa Akerkar Flight Passenger (as Parth Akerkar)  Flight Passenger (as Parth Akerkar)  See fewer,Members only,Bang Bang (I) (2014)
Madhu Anand Chandhock Rahima Mohammed  Rahima Mohammed  See fewer,Members only,2 States (2014)
Kirti Adarkar Passenger  Passenger  See fewer,Members only,Bhikari (2017)
Hayder Ali Passenger Munawar Masih  Passenger Munawar Masih  See fewer,Members only,An Unexpected Date (2016)
Arjun Aneja  Actor  Actor  See fewer,Members only,Kuch Rang Pyar Ke Aise Bhi (2016)
Yugesh Anil Benett A  Benett A  See fewer,Members only,Holiday (2014)
Bobby Arora Sardar Family Friend  Sardar Family Friend  See fewer,Members only,Neerja (2016)
Rohit Assija Mohammed Tariq  Mohammed Tariq  See fewer,Members only,Neerja (2016)
Sabreen Baker Nupoor Abrool passenger  Nupoor Abrool passenger  See fewer,Members only,Lucia (I) (2013)
Freny Bhagat Zubeida Mallick  Zubeida Mallick  See fewer,Members only,3 Idiots (2009)
Shashi Bhushan  Actor  Actor  See fewer,Members only,Carbon: A Story of Tomorrow (2017)
Sonal Paresh Borkhatariya Shabina Tariq  Shabina Tariq  See fewer,Members only,Neerja (2016)
Dolly Bose Simran Chandock  Simran Chandock  See fewer,Members only,Neerja (2016)
Rajan Chhabra Rajan Mathais  Rajan Mathais  See fewer,Members only,Neerja (2016)
Eisha Chopra  Actress  Actress  See fewer,Members only,P.O.W. Bandi Yuddh Ke (2016)
Pankaj Chouhan Passenger Rajiv Chouhan  Passenger Rajiv Chouhan  See fewer,Members only,Neerja (2016)
