Name,STARmeter,Known for
Monia Chokri Marie  Marie  See fewer,Members only,A Brother's Love (2019)
Niels Schneider Nicolas  Nicolas  See fewer,Members only,Dark Inclusion (2016)
Xavier Dolan Francis  Francis  See fewer,Top 5000,Tom at the Farm (2013)
Anne Dorval Désirée  Désirée  See fewer,Members only,Mommy (I) (2014)
Anne-Élisabeth Bossé Jeune femme 1  Jeune femme 1  See fewer,Members only,Laurence Anyways (2012)
Olivier Morin Jeune homme 1  Jeune homme 1  See fewer,Members only,Tom at the Farm (2013)
Magalie Lépine Blondeau Jeune femme 2 (as Magalie Lépine-Blondeau)  Jeune femme 2 (as Magalie Lépine-Blondeau)  See fewer,Members only,Boomerang (2015)
Éric Bruneau Jeune homme 2  Jeune homme 2  See fewer,Members only,An Eye for Beauty (2014)
Gabriel Lessard Jeune homme 3  Jeune homme 3  See fewer,Members only,Racetime (2018)
Bénédicte Décary Jeune femme 3  Jeune femme 3  See fewer,Members only,Durham County (2007)
François Bernier Baise 1  Baise 1  See fewer,Members only,Les bogues de la vie (2019)
Benoît McGinnis Baise 2 (as Benoit McGinnis)  Baise 2 (as Benoit McGinnis)  See fewer,Members only,Le poil de la bête (2010)
François-Xavier Dufour Baise 3 (as François Xavier Dufour)  Baise 3 (as François Xavier Dufour)  See fewer,Members only,Polytechnique (2009)
Anthony Huneault Antonin  Antonin  See fewer,Members only,Turbo Kid (2015)
Patricia Tulasne Coiffeuse  Coiffeuse  See fewer,Members only,The Walk (II) (2015)
Jody Hargreaves Jody  Jody  See fewer,Members only,Heartbeats (2010)
Clara Palardy Clara  Clara  See fewer,Members only,Laurence Anyways (2012)
Minou Petrowski Caissière  Caissière  See fewer,Members only,The Barbarian Invasions (2003)
Perrette Souplex Coiffeuse  Coiffeuse  See fewer,Members only,El sueño de Andalucía (1951)
Sophie Desmarais Rockabill  Rockabill  See fewer,Members only,Sarah Prefers to Run (2013)
Louis Garrel L'invité à la soirée finale  L'invité à la soirée finale  See fewer,Top 5000,The Dreamers (2003)
