Name,STARmeter,Known for
Tony Adolescent Himself  Himself  See fewer,Members only,The Other F Word (2011)
Art Alexakis Himself  Himself  See fewer,Members only,Antitrust (2001)
Tony Cadena Himself (as Tony Brandenburg)  Himself (as Tony Brandenburg)  See fewer,Members only,Getting That Girl (2011)
Rob Chaos Himself  Himself  See fewer,Members only,Punk's Not Dead (2007)
Chris De Wolfe Himself  Himself  See fewer,Members only,The Other F Word (2011)
Joe Escalante Himself  Himself  See fewer,Members only,Ancient Aliens (2009)
Flea Himself  Himself  See fewer,Top 5000,Baby Driver (2017)
Lars Frederiksen Himself  Himself  See fewer,Members only,Idle Hands (1999)
Josh Freese Himself  Himself  See fewer,Members only,Man of Steel (2013)
Chris Gorog Himself  Himself  See fewer,Members only,The Other F Word (2011)
Jack Grisham Himself  Himself  See fewer,Members only,Window Theory (2005)
Brett Gurewitz Himself  Himself  See fewer,Members only,The Chase (1994)
Tony Hawk Himself  Himself  See fewer,Members only,xXx (2002)
Greg Hetson Himself  Himself  See fewer,Members only,Repo Man (1984)
Mark Hoppus Himself  Himself  See fewer,Members only,American Pie (1999)
Ron Kaos Himself  Himself  See fewer,Members only,Clockwork Orange County (2012)
Jim Lindberg Himself  Himself  See fewer,Members only,SubUrbia (1996)
Kevin Lyman Himself  Himself  See fewer,Members only,Endless Bummer (2009)
Michael McDermott Himself  Himself  See fewer,Members only,The Other F Word (2011)
Blythe McIlrath Herself  Herself  See fewer,Members only,Rise Against: Generation Lost - How We Survive (2006)
Tim McIlrath Himself  Himself  See fewer,Members only,Punisher: War Zone (2008)
Lhotse Merriam Herself  Herself  See fewer,Members only,Peak Experience (2003)
Fat Mike Himself  Himself  See fewer,Members only,Crank (2006)
Mark Mothersbaugh Himself  Himself  See fewer,Members only,Thor: Ragnarok (2017)
Duane Peters Himself  Himself  See fewer,Members only,Rally On (2011)
Joe Sib Himself  Himself  See fewer,Members only,Mallrats (1995)
Nato Thompson Himself  Himself  See fewer,Members only,Strange Culture (2007)
Rick Thorne Himself  Himself  See fewer,Members only,Paul Blart: Mall Cop (2009)
