Name,STARmeter,Known for
Richard Roxburgh Frank  Frank  See fewer,Top 5000,Moulin Rouge! (2001)
Ioan Gruffudd Carl  Carl  See fewer,Top 5000,Fantastic Four (I) (2005)
Rhys Wakefield Josh  Josh  See fewer,Members only,True Detective (2014)
Alice Parkinson Victoria  Victoria  See fewer,Members only,X-Men Origins: Wolverine (2009)
Dan Wyllie Crazy George (as Daniel Wyllie)  Crazy George (as Daniel Wyllie)  See fewer,Members only,Muriel's Wedding (1994)
Christopher James Baker J.D. (as Christopher Baker)  J.D. (as Christopher Baker)  See fewer,Members only,True Detective (2014)
Nicole Downs Liz  Liz  See fewer,Members only,"I, Frankenstein (2014)"
Allison Cratchley Judes  Judes  See fewer,Members only,Water Rats (1996)
Cramer Cain Luko  Luko  See fewer,Members only,The Island of Doctor Moron® (2016)
Andrew Hansen Dex  Dex  See fewer,Members only,The Chaser's War on Everything (2006)
John Garvin Jim Sergeant  Jim Sergeant  See fewer,Members only,Fathom Deep
Sean Dennehy Chopper Pilot  Chopper Pilot  See fewer,Members only,Don't Tell (2017)
Nea Diap Kastom Shaman  Kastom Shaman  See fewer,Members only,Sanctum (2011)
