Name,STARmeter,Known for
Tippi Hedren Madelaine  Madelaine  See fewer,Top 5000,The Birds (1963)
Noel Marshall Hank  Hank  See fewer,Members only,The Exorcist (1973)
Melanie Griffith Melanie  Melanie  See fewer,Top 5000,Working Girl (1988)
John Marshall John  John  See fewer,Members only,Flashpoint (1984)
Jerry Marshall Jerry  Jerry  See fewer,Members only,Cataclysm (1980)
Kyalo Mativo Mativo  Mativo  See fewer,Members only,Baby: Secret of the Lost Legend (1985)
Frank Tom Frank  Frank  See fewer,Members only,Roar (1981)
Steve Miller Prentiss  Prentiss  See fewer,Members only,Nature (1982)
Rick Glassey Rick  Rick  See fewer,Members only,Hidalgo (2004)
Lenord Bokwa Airport Personnel  Airport Personnel  See fewer,Members only,Roar (1981)
Shamasi Sarumi Airport Personnel  Airport Personnel  See fewer,Members only,Roar (1981)
Will Hutchins Committee Member  Committee Member  See fewer,Members only,Shangani Patrol (1970)
Eve Rattner Committee Member  Committee Member  See fewer,Members only,Roar (1981)
Peter Thiongo Committee Member  Committee Member  See fewer,Members only,Roar (1981)
Zakes Mokae Committee Member (as Zakes Moakae)  Committee Member (as Zakes Moakae)  See fewer,Members only,Waterworld (1995)
Michael Franz Committee Member  Committee Member  See fewer,Members only,Der Bettenstudent oder Was mach' ich mit den Mädchen? (1970)
Alexandra Newman Committee Member  Committee Member  See fewer,Members only,Donnie Brasco (1997)
Pat Barbeau Committee Member  Committee Member  See fewer,Members only,Roar (1981)
Michael J. Jones Committee Member  Committee Member  See fewer,Members only,Roar (1981)
