Name,STARmeter,Known for
Baoqiang Wang Tang Ren  Tang Ren  See fewer,Members only,Mr. Tree (2011)
Haoran Liu Qin Feng  Qin Feng  See fewer,Members only,Detective Chinatown 2 (2018)
He Chen Huang Landeng  Huang Landeng  See fewer,Members only,Cong cong na nian (2014)
Liya Tong Xiang  Xiang  See fewer,Members only,Wind Blows in Chang Lin (Nirvana in Fire II) (2017)
Yang Xiao Kon Tai  Kon Tai  See fewer,Members only,Old Boys: The Way of the Dragon (2014)
Shenyang Xiao Bei Ge  Bei Ge  See fewer,Members only,The Grandmaster (2013)
Yueming Pan Lee  Lee  See fewer,Members only,Bai ye zhui xiong (2017)
Marc Ma Tony  Tony  See fewer,Members only,The White Storm (2013)
Yingjun Zhao Vietnamese  Vietnamese  See fewer,Members only,Lost in Hong Kong (2015)
Zifeng Zhang Snow  Snow  See fewer,Members only,Aftershock (2010)
Ping Sang King Kong  King Kong  See fewer,Members only,Saving Mr. Wu (2015)
Shih-Chieh King Mr. Yan (as Chieh-King Chin)  Mr. Yan (as Chieh-King Chin)  See fewer,Members only,The Final Master (2015)
Chengpeng Dong Police Male Interviewer (as Da Peng)  Police Male Interviewer (as Da Peng)  See fewer,Members only,Jian Bing Man (2015)
Guoqiang Zhang The Qin Feng's Father  The Qin Feng's Father  See fewer,Members only,My Chief & My Regiment (2009)
Qing Ye Bride (as Marina Ye)  Bride (as Marina Ye)  See fewer,Members only,Man of Tai Chi (2013)
Yedda Chen Police Female Interviewer  Police Female Interviewer  See fewer,Members only,Our Love (2013)
Binlong Pan Dentist  Dentist  See fewer,Members only,A Cool Fish (2018)
Dada Zhang Coffee Waiter  Coffee Waiter  See fewer,Members only,Detective Chinatown (2015)
Mo Dai Groomsman  Groomsman  See fewer,Members only,Detective Chinatown 2 (2018)
Kun Chao The Kon Tai's Assistant  The Kon Tai's Assistant  See fewer,Members only,Detective Chinatown (2015)
Yedda Zhixi Chen Female Police Officer  Female Police Officer  See fewer,Members only,Animal World (2018)
Jiake Cheng Forensic  Forensic  See fewer,Members only,City Hunter
Su Hang Thai Police  Thai Police  See fewer,Members only,Project X-Traction (2020)
Shiyou Jiang The Huang Landeng's Assistant  The Huang Landeng's Assistant  See fewer,Members only,Detective Chinatown (2015)
Gaoji Li The Kon Tai's Assistant  The Kon Tai's Assistant  See fewer,Members only,Journey to the West (2013)
Mingze Li The Huang Landeng's Assistant  The Huang Landeng's Assistant  See fewer,Members only,Detective Chinatown (2015)
Muran Lin The Young Qin Feng  The Young Qin Feng  See fewer,Members only,Switch (2013)
Kun Wang The Big Fellow  The Big Fellow  See fewer,Members only,Elanne Starlight (2016)
Lei Wu The Big Fellow  The Big Fellow  See fewer,Members only,Detective Chinatown (2015)
Chunhui Yang The Qin Feng's Grandma  The Qin Feng's Grandma  See fewer,Members only,Detective Chinatown (2015)
Yuhong Yang The Big Fellow  The Big Fellow  See fewer,Members only,Skiptrace (2016)
Yukun Zhang The Huang Landeng's Assistant  The Huang Landeng's Assistant  See fewer,Members only,Our Shining Days (2017)
