Name,STARmeter,Known for
Amitabh Bachchan Prabhakar Anand  Prabhakar Anand  See fewer,Members only,Black (2005)
Saif Ali Khan Deepak Kumar  Deepak Kumar  See fewer,Members only,Kal Ho Naa Ho (2003)
Manoj Bajpayee Mithilesh Singh (as Manoj Bajpai)  Mithilesh Singh (as Manoj Bajpai)  See fewer,Members only,Gangs of Wasseypur (2012)
Deepika Padukone Poorvi  Poorvi  See fewer,Top 5000,Yeh Jawaani Hai Deewani (2013)
Prateik Sushant Seth  Sushant Seth  See fewer,Members only,Dhobi Ghat (2010)
Tanvi Azmi Kavita P. Anand  Kavita P. Anand  See fewer,Members only,Bajirao Mastani (2015)
Saurabh Shukla Mantri Baburao  Mantri Baburao  See fewer,Members only,Slumdog Millionaire (2008)
Darshan Jariwala Anirudh Chaudhary  Anirudh Chaudhary  See fewer,Members only,Million Dollar Arm (2014)
Yashpal Sharma Shambhu Yadav  Shambhu Yadav  See fewer,Members only,Lagaan: Once Upon a Time in India (2001)
Mukesh Tiwari Police Inspector  Police Inspector  See fewer,Members only,Dilwale (2015)
Rajeev Verma Damodar  Damodar  See fewer,Members only,Koi... Mil Gaya (2003)
S.M. Zaheer Retired Professor  Retired Professor  See fewer,Members only,Veer-Zaara (2004)
Chetan Pandit  Actor  Actor  See fewer,Members only,A Wednesday (2008)
Vinay Apte Neta Bhishamber  Neta Bhishamber  See fewer,Members only,Gandhi (1982)
Anita Kanwar Mrs. Kantaprasad  Mrs. Kantaprasad  See fewer,Members only,Salaam Bombay! (1988)
Aanchal Munjal Muniya S. Yadav (as Aachal Munjal)  Muniya S. Yadav (as Aachal Munjal)  See fewer,Members only,Sei (2018)
Hema Malini Shakuntala  Shakuntala  See fewer,Members only,Sholay (1975)
Sonal Jha  Actress  Actress  See fewer,Members only,Malaal (2019)
Nitosh N.  Actor  Actor  See fewer,Members only,Aarakshan (2011)
Amitosh Nagpal Pandit ji  Pandit ji  See fewer,Members only,Hindi Medium (2017)
Gyanesh Pandey Advocate Abhishek  Advocate Abhishek  See fewer,Members only,Raajneeti (2010)
Gary Tantony Prof. Barkis  Prof. Barkis  See fewer,Members only,In Your Name (2003)
Saurabh Nigam Ganesh  Ganesh  See fewer,Members only,Aarakshan (2011)
Shruti Singh Deepika's friend  Deepika's friend  See fewer,Members only,Peepli (Live) (2010)
Sumeet Vyas Teacher  Teacher  See fewer,Members only,English Vinglish (2012)
