Name,STARmeter,Known for
Gwyneth Paltrow Beth Emhoff  Beth Emhoff  See fewer,Top 5000,Shakespeare in Love (1998)
Tien You Chui Li Fai (as Chui Tien You)  Li Fai (as Chui Tien You)  See fewer,Members only,Sound of Colors (2003)
Josie Ho Li Fai's Sister  Li Fai's Sister  See fewer,Members only,Dream Home (2010)
Daria Strokous Irina  Irina  See fewer,Members only,Dior: Secret Garden - Versailles (2012)
Matt Damon Mitch Emhoff  Mitch Emhoff  See fewer,Top 500,Good Will Hunting (1997)
Griffin Kane Clark Morrow  Clark Morrow  See fewer,Members only,Godless (2017)
Yoshiaki Kobayashi Japanese Bus Man  Japanese Bus Man  See fewer,Members only,Chouriki Sentai Ohranger (1995)
Laurence Fishburne Dr. Ellis Cheever  Dr. Ellis Cheever  See fewer,Top 5000,The Matrix (1999)
John Hawkes Roger  Roger  See fewer,Top 5000,The Sessions (2012)
Jude Law Alan Krumwiede  Alan Krumwiede  See fewer,Top 5000,The Talented Mr. Ripley (1999)
Monique Gabriela Curnen Lorraine Vasquez  Lorraine Vasquez  See fewer,Top 5000,The Dark Knight (2008)
Teri McEvoy School Nurse  School Nurse  See fewer,Members only,Home Alone 2: Lost in New York (1992)
Sue Redman ER Nurse #1  ER Nurse #1  See fewer,Members only,Bliss Blue (2016)
Teri Campbell ER Nurse #2  ER Nurse #2  See fewer,Members only,Contagion (2011)
Stef Tovar Dr. Arrington  Dr. Arrington  See fewer,Members only,Widows (2018)
Mary Jo Faraci Social Worker  Social Worker  See fewer,Members only,One Small Hitch (2013)
Grace Rex Carrie Anne  Carrie Anne  See fewer,Members only,The Good Wife (2009)
Marion Cotillard Dr. Leonora Orantes  Dr. Leonora Orantes  See fewer,Top 5000,La Vie en Rose (2007)
Armin Rohde Damian Leopold  Damian Leopold  See fewer,Members only,Run Lola Run (1998)
Joseph Anthony Foronda WHO Official  WHO Official  See fewer,Members only,Formosa Betrayed (2009)
Phillip James Brannon Paramedic  Paramedic  See fewer,Members only,Elementary (2012)
Rebecca Spence Jon Neal's Wife  Jon Neal's Wife  See fewer,Members only,Public Enemies (2009)
David Lively Minnesota Medical Examiner  Minnesota Medical Examiner  See fewer,Members only,Prison Break (2005)
Andrew White Assistant Medical Examiner  Assistant Medical Examiner  See fewer,Members only,"Eerie, Indiana (1991)"
Kate Winslet Dr. Erin Mears  Dr. Erin Mears  See fewer,Top 5000,Titanic (1997)
Larry Clarke Dave  Dave  See fewer,Members only,Sense8 (2015)
Anna Jacoby-Heron Jory Emhoff  Jory Emhoff  See fewer,Members only,Newly Single (2017)
Ira Blumen Helpful Doctor (as Ira Blumen MD)  Helpful Doctor (as Ira Blumen MD)  See fewer,Members only,The Lake House (2006)
Scott Stangland Minnesota Health #1  Minnesota Health #1  See fewer,Members only,The End of the Tour (2015)
Jimmy Chung Minnesota Health #2  Minnesota Health #2  See fewer,Members only,Canal Street (2018)
Rick Uecker Minnesota Health #3  Minnesota Health #3  See fewer,Members only,Public Enemies (2009)
Tara Mallen Minnesota Health #4  Minnesota Health #4  See fewer,Members only,Sense8 (2015)
Jennifer Ehle Dr. Ally Hextall  Dr. Ally Hextall  See fewer,Top 5000,Zero Dark Thirty (2012)
Demetri Martin Dr. David Eisenberg  Dr. David Eisenberg  See fewer,Members only,Dean (2016)
Elliott Gould Dr. Ian Sussman  Dr. Ian Sussman  See fewer,Top 5000,MASH (1970)
Enrico Colantoni Dennis French  Dennis French  See fewer,Top 5000,Veronica Mars (2004)
Bryan Cranston RADM Lyle Haggerty  RADM Lyle Haggerty  See fewer,Top 500,Breaking Bad (2008)
John Hines AIMM Employee #1  AIMM Employee #1  See fewer,Members only,54 (1998)
Joshua Weinstein AIMM Employee #2  AIMM Employee #2  See fewer,Members only,Dolemite Is My Name (2019)
Sarah Charipar AIMM Employee #3  AIMM Employee #3  See fewer,Members only,Last Day (2002)
Mark Czoske AIMM Employee #4  AIMM Employee #4  See fewer,Members only,Cadence (2011)
Dan Aho Aaron Barnes  Aaron Barnes  See fewer,Members only,Man of Steel (2013)
Chin Han Sun Feng  Sun Feng  See fewer,Members only,The Dark Knight (2008)
Hee-Wan Kwon Japanese Official  Japanese Official  See fewer,Members only,The Chicago Code (2011)
Phil Tang Village Man #1  Village Man #1  See fewer,Members only,Battle (2017)
Robert Chi Village Man #2  Village Man #2  See fewer,Members only,Contagion (2011)
Blair Robertson Sussman's Assistant  Sussman's Assistant  See fewer,Members only,Contagion (2011)
Randy Lowell Hedge Fund Man in Park  Hedge Fund Man in Park  See fewer,Members only,Vacation (1983)
Pete Sack TV Anchor  TV Anchor  See fewer,Members only,Contagion (2011)
