Name,STARmeter,Known for
Marijke Pinoy Moeder  Moeder  See fewer,Members only,De Dag (2018)
Greg Timmermans Ben  Ben  See fewer,Members only,Amateurs (2014)
Cesar De Sutter Jonas  Jonas  See fewer,Members only,Bastaard (2019)
Gilles De Schryver Coppola (as Gilles De Schrijver)  Coppola (as Gilles De Schrijver)  See fewer,Members only,The Missing (2014)
Bavo Smets Ben - 6 jaar  Ben - 6 jaar  See fewer,Members only,Ben X (2007)
Katrien Pierlet Kleuterjuf  Kleuterjuf  See fewer,Members only,Flikken (1999)
Rebecca Lenaerts Opvoedster  Opvoedster  See fewer,Members only,Steve + Sky (2004)
Maarten Claeyssens Desmet  Desmet  See fewer,Members only,Thuis (1995)
Titus De Voogdt Bogaert  Bogaert  See fewer,Members only,De Dag (2018)
Pol Goossen Vader  Vader  See fewer,Members only,Thuis (1995)
Michel Bauwens Oorarts  Oorarts  See fewer,Members only,Zuidflank (2013)
Koen De Sutter Oogarts  Oogarts  See fewer,Members only,Zuidflank (2013)
Peter De Graef Psychiater  Psychiater  See fewer,Members only,David (2009)
An Van Gijsegem Maaike  Maaike  See fewer,Members only,Team Spirit: De Serie 2 (2005)
Jakob Beks Leraar metaal  Leraar metaal  See fewer,Members only,Sedes & Belli (2002)
Johan Heldenbergh Leraar godsdienst  Leraar godsdienst  See fewer,Members only,The Broken Circle Breakdown (2012)
Matthieu Sys Klasgenoot  Klasgenoot  See fewer,Members only,Muil (2018)
Fabrice Chan Klasgenoot (as Fabrice Chan-Chiang)  Klasgenoot (as Fabrice Chan-Chiang)  See fewer,Members only,De proefknuffels (2015)
Charlotte Dhaenens Klasgenote  Klasgenote  See fewer,Members only,Ben X (2007)
Jonas Dumon Klasgenoot  Klasgenoot  See fewer,Members only,Ben X (2007)
Niels Thienpont Klasgenoot  Klasgenoot  See fewer,Members only,Ben X (2007)
Nele de Moor Klasgenote  Klasgenote  See fewer,Members only,Ben X (2007)
Simon Dewinne Klasgenoot  Klasgenoot  See fewer,Members only,Ben X (2007)
Ilja Van Autreve Klasgenoot (as Ilya Van Autreve)  Klasgenoot (as Ilya Van Autreve)  See fewer,Members only,Flikken (1999)
Maaike Segers Klasgenote  Klasgenote  See fewer,Members only,Ben X (2007)
Ruben Royaert Klasgenoot  Klasgenoot  See fewer,Members only,Ben X (2007)
Jolien Mertens Klasgenote  Klasgenote  See fewer,Members only,Ben X (2007)
Adriaan Blomme Klasgenoot  Klasgenoot  See fewer,Members only,Ben X (2007)
Kasper Vandenberghe Klasgenoot  Klasgenoot  See fewer,Members only,Labyrinthus (2014)
Boris Van Severen Klasgenoot (as Boris Vanseveren)  Klasgenoot (as Boris Vanseveren)  See fewer,Members only,In Vlaamse Velden (2014)
Ron Cornet Directeur  Directeur  See fewer,Members only,Het park (1993)
Willem Van Cauwenberghe Dokter  Dokter  See fewer,Members only,Meester! (1993)
Mark Soen Dokter  Dokter  See fewer,Members only,Ramona (1991)
Wim De Witte Dokter  Dokter  See fewer,Members only,Flikken (1999)
Luc van Autreve Dokter  Dokter  See fewer,Members only,Kiss Me Softly (2012)
Tom van Bragt Ben - 12 jaar  Ben - 12 jaar  See fewer,Members only,Ben X (2007)
Dominique Van Malder Verpleger  Verpleger  See fewer,Members only,The Broken Circle Breakdown (2012)
Laura Verlinden Scarlite  Scarlite  See fewer,Members only,The Brand New Testament (2015)
Luc Premer Oud vrouwtje (as Luce Premer)  Oud vrouwtje (as Luce Premer)  See fewer,Members only,Ben X (2007)
Tania Van der Sanden Sabine  Sabine  See fewer,Members only,Paradise Trips (2015)
Dirk van Dijck Politieman  Politieman  See fewer,Members only,No Trains No Planes (1999)
Koen van Impe Politieman  Politieman  See fewer,Members only,Salamander (2012)
Wim De Vilder Journaal anker  Journaal anker  See fewer,Members only,Quixote's Island (2011)
Wim Vandekeybus Paardenman  Paardenman  See fewer,Members only,Galloping Mind (2015)
Ivan Boeckmans Cameraman (uncredited)  Cameraman (uncredited)  See fewer,Members only,Suspect (2005)
